Neighbourhood Cleansed;Neighbourhood Group Cleansed;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Minimum Nights;Maximum Nights;Availability 30;Availability 60;Availability 90;Availability 365;Number of Reviews;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;Cancellation Policy;Reviews per Month
Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;85.0;350.0;85.0;2;20;1;1125;3;11;27;288;1;100.0;10.0;10.0;10.0;10.0;10.0;8.0;moderate;0.16
Lista;Salamanca;House;Private room;1;1.0;1.0;1.0;30.0;;;1;0;1;1125;0;0;0;0;0;;;;;;;;flexible;
Arapiles;Chamberí;Apartment;Private room;2;1.0;1.0;2.0;40.0;;;1;10;2;365;0;0;0;219;6;90.0;9.0;9.0;9.0;10.0;9.0;9.0;strict;0.11
Palacio;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;65.0;200.0;33.0;1;0;4;365;9;16;34;306;8;80.0;9.0;9.0;10.0;10.0;10.0;9.0;flexible;0.78
Palacio;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;50.0;;10.0;2;10;2;1125;6;23;46;102;18;89.0;10.0;9.0;10.0;10.0;10.0;9.0;moderate;4.78
Opañel;Carabanchel;Apartment;Private room;1;1.0;1.0;1.0;60.0;200.0;;1;20;1;1125;30;60;90;365;0;;;;;;;;flexible;
Universidad;Centro;Apartment;Entire home/apt;4;2.0;2.0;3.0;110.0;150.0;40.0;2;10;3;17;9;23;42;285;21;97.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.75
Universidad;Centro;Apartment;Private room;2;1.0;1.0;1.0;20.0;;7.0;1;0;1;1125;0;0;0;0;4;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.45
Universidad;Centro;Loft;Entire home/apt;3;2.0;0.0;1.0;90.0;400.0;35.0;2;20;3;1125;4;4;22;263;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;0.94
Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;119.0;100.0;;1;0;2;29;14;38;63;255;0;;;;;;;;strict;
Universidad;Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;55.0;;15.0;2;15;2;60;9;24;29;304;89;93.0;10.0;9.0;9.0;9.0;10.0;9.0;flexible;2.39
Trafalgar;Chamberí;Apartment;Private room;1;1.0;1.0;1.0;16.0;;8.0;1;0;3;1125;1;4;30;30;54;92.0;9.0;10.0;10.0;10.0;10.0;9.0;strict;2.26
Sol;Centro;Guesthouse;Private room;2;1.0;1.0;1.0;45.0;;;1;0;2;28;0;0;0;0;16;91.0;9.0;10.0;10.0;9.0;10.0;9.0;strict;2.87
Cortes;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;70.0;;10.0;1;0;1;1000;1;8;23;287;300;96.0;10.0;10.0;9.0;9.0;10.0;10.0;strict;9.73
Justicia;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;40.0;200.0;19.0;1;0;2;1125;11;28;58;58;95;80.0;9.0;8.0;8.0;9.0;9.0;9.0;strict;2.17
Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;85.0;150.0;40.0;2;20;2;1125;0;0;0;0;9;93.0;10.0;9.0;9.0;9.0;10.0;9.0;strict;0.24
Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;60.0;150.0;30.0;1;0;3;1125;4;20;43;318;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.0
Justicia;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;120.0;;;1;0;13;1125;15;45;75;166;0;;;;;;;;flexible;
Palacio;Centro;Apartment;Private room;2;1.0;1.0;1.0;80.0;;;1;0;1;1125;19;19;19;19;0;;;;;;;;flexible;
la Dreta de l'Eixample;Eixample;Apartment;Entire home/apt;4;2.0;2.0;3.0;110.0;200.0;50.0;2;63;1;1125;9;24;50;301;0;;;;;;;;super_strict_30;
Pueblo Nuevo;Ciudad Lineal;Apartment;Private room;1;1.0;1.0;1.0;18.0;;;1;12;1;1125;24;54;84;359;10;100.0;10.0;10.0;10.0;10.0;8.0;10.0;strict;3.45
Sol;Centro;Bed & Breakfast;Shared room;4;0.0;1.0;4.0;24.0;;;1;24;1;1125;27;57;87;362;26;92.0;9.0;9.0;9.0;9.0;10.0;9.0;moderate;0.75
Palacio;Centro;Other;Entire home/apt;4;1.0;1.0;2.0;75.0;500.0;45.0;2;15;2;10000;2;20;38;306;85;98.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;2.59
Batignolles-Monceau;;Apartment;Entire home/apt;1;1.0;0.0;1.0;43.0;150.0;;1;0;4;21;0;0;3;277;13;91.0;10.0;10.0;10.0;10.0;10.0;9.0;strict;0.31
Provençals del Poblenou;Sant Martí;Apartment;Private room;1;1.0;1.0;1.0;30.0;;;1;0;3;15;0;0;0;0;0;;;;;;;;flexible;
Alcúdia;;House;Entire home/apt;8;4.0;3.0;3.0;127.0;;;1;0;5;1125;22;36;66;289;0;;;;;;;;strict;
Universidad;Centro;Loft;Entire home/apt;4;1.0;1.0;1.0;99.0;300.0;30.0;2;15;2;1125;11;35;35;303;19;93.0;10.0;9.0;9.0;10.0;10.0;9.0;strict;1.03
Lista;Salamanca;House;Entire home/apt;8;2.0;3.0;8.0;167.0;;;4;25;2;1125;10;22;42;294;23;96.0;9.0;10.0;10.0;10.0;10.0;9.0;flexible;2.05
Santa Margalida;;Apartment;Entire home/apt;5;2.0;3.0;4.0;45.0;150.0;;1;0;7;1125;8;25;27;237;30;94.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;0.87
Universidad;Centro;Apartment;Private room;1;1.0;1.0;1.0;18.0;;;1;0;30;60;0;0;7;282;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.16
Justicia;Centro;House;Private room;2;1.0;;;28.0;;10.0;1;10;1;1125;5;24;51;326;12;87.0;10.0;9.0;10.0;10.0;10.0;9.0;flexible;4.29
Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;150.0;;77.0;1;17;3;1125;7;7;7;7;3;100.0;10.0;10.0;10.0;10.0;10.0;9.0;strict;0.37
Embajadores;Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;47.0;150.0;10.0;1;0;2;1125;5;20;39;302;177;89.0;9.0;9.0;9.0;9.0;9.0;9.0;flexible;4.9
Panthéon;;Apartment;Entire home/apt;4;1.0;2.0;3.0;130.0;130.0;70.0;1;0;3;14;0;4;4;146;65;95.0;9.0;9.0;10.0;10.0;10.0;10.0;strict;1.36
Cortes;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;50.0;500.0;30.0;1;0;3;1125;0;3;11;11;5;96.0;10.0;9.0;10.0;10.0;10.0;10.0;strict;0.94
Numancia;Puente de Vallecas;Apartment;Entire home/apt;2;1.0;0.0;2.0;45.0;150.0;;1;0;3;1125;11;41;71;346;17;94.0;10.0;10.0;10.0;10.0;8.0;9.0;flexible;1.37
el Poble Sec;Sants-Montjuïc;Apartment;Private room;2;1.0;1.0;1.0;45.0;;10.0;2;10;2;1125;0;0;0;0;8;90.0;9.0;9.0;10.0;10.0;10.0;9.0;strict;0.72
Universidad;Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;80.0;300.0;40.0;3;15;2;1125;10;10;24;25;2;100.0;10.0;10.0;10.0;10.0;10.0;9.0;moderate;1.5
la Dreta de l'Eixample;Eixample;Apartment;Entire home/apt;4;1.0;1.0;1.0;85.0;200.0;40.0;2;42;1;1125;9;24;38;276;0;;;;;;;;super_strict_30;
Hostafrancs;Sants-Montjuïc;Apartment;Entire home/apt;4;1.0;2.0;2.0;90.0;;;1;0;2;1125;0;9;15;19;0;;;;;;;;strict;
Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;50.0;;25.0;1;0;1;30;10;27;47;297;152;98.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;6.32
Recoletos;Salamanca;Apartment;Entire home/apt;7;2.0;3.0;4.0;160.0;200.0;30.0;2;10;3;1125;13;31;44;319;0;;;;;;;;moderate;
Ciudad Jardín;Chamartín;Apartment;Entire home/apt;4;1.0;2.0;2.0;95.0;150.0;40.0;2;10;2;1125;11;34;62;331;6;97.0;10.0;10.0;10.0;10.0;9.0;9.0;moderate;1.48
Palacio;Centro;Apartment;Entire home/apt;6;1.0;2.0;4.0;130.0;250.0;50.0;4;20;3;1125;11;16;22;270;66;97.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;3.02
Acacias;Arganzuela;Apartment;Private room;2;1.0;1.0;1.0;45.0;;6.0;1;0;2;1125;28;58;88;178;0;;;;;;;;flexible;
Simancas;San Blas - Canillejas;Apartment;Private room;2;1.0;1.0;1.0;22.0;;;1;0;2;6;19;36;66;70;13;95.0;10.0;9.0;9.0;9.0;9.0;9.0;flexible;3.15
Palacio;Centro;Apartment;Entire home/apt;6;2.0;2.0;4.0;100.0;150.0;35.0;4;16;2;60;5;11;21;290;44;97.0;9.0;10.0;10.0;10.0;10.0;10.0;strict;3.83
Palacio;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;78.0;150.0;24.0;2;15;2;1125;11;27;53;328;5;88.0;9.0;9.0;9.0;8.0;10.0;9.0;flexible;2.68
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;60.0;150.0;20.0;2;10;2;365;8;25;43;309;23;72.0;7.0;7.0;7.0;8.0;8.0;7.0;strict;0.74
Valdefuentes;Hortaleza;Condominium;Private room;1;2.0;1.0;1.0;24.0;;;1;0;1;1125;0;0;0;0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.1
Opañel;Carabanchel;Apartment;Private room;2;1.0;1.0;2.0;24.0;;;1;0;2;1125;24;54;84;174;12;87.0;9.0;9.0;9.0;10.0;9.0;9.0;moderate;1.99
Sant Gervasi - Galvany;Sarrià-Sant Gervasi;Apartment;Entire home/apt;2;1.0;1.0;1.0;189.0;300.0;20.0;1;0;2;1125;6;23;31;298;0;;;;;;;;strict;
Legazpi;Arganzuela;Apartment;Entire home/apt;4;1.0;1.0;2.0;100.0;150.0;40.0;2;10;2;1125;16;36;61;81;3;93.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;0.5
Chopera;Arganzuela;Other;Private room;1;1.0;1.0;1.0;20.0;;;1;0;3;1125;0;6;36;39;59;92.0;10.0;9.0;10.0;10.0;9.0;9.0;strict;3.63
Palos de Moguer;Arganzuela;Apartment;Entire home/apt;4;1.0;1.0;2.0;110.0;;;1;0;1;1125;18;48;78;78;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.13
Palma de Mallorca;;Apartment;Entire home/apt;4;1.0;2.0;3.0;75.0;150.0;30.0;2;0;3;1125;13;26;37;246;42;95.0;10.0;10.0;10.0;10.0;9.0;9.0;moderate;1.84
Justicia;Centro;Loft;Entire home/apt;3;1.0;1.0;1.0;95.0;200.0;20.0;2;0;3;60;0;0;3;209;9;83.0;9.0;9.0;9.0;8.0;9.0;9.0;strict;0.2
Lucero;Latina;Apartment;Private room;1;2.0;1.0;1.0;25.0;335.0;;1;0;2;360;2;2;8;9;10;90.0;9.0;9.0;9.0;8.0;10.0;9.0;strict;0.7
Universidad;Centro;Apartment;Private room;2;1.0;1.0;1.0;38.0;200.0;;1;0;3;1125;1;3;18;18;18;94.0;10.0;9.0;10.0;9.0;9.0;9.0;strict;1.89
Acacias;Arganzuela;Apartment;Private room;2;1.0;1.0;1.0;40.0;;;1;0;1;1125;0;0;0;0;0;;;;;;;;flexible;
Castellana;Salamanca;Apartment;Entire home/apt;4;1.0;1.0;2.0;69.0;200.0;29.0;2;10;2;1125;9;27;57;65;10;86.0;9.0;9.0;10.0;10.0;10.0;8.0;flexible;2.4
Embajadores;Centro;Apartment;Private room;3;2.0;2.0;2.0;25.0;;;1;20;1;30;22;52;82;357;34;92.0;10.0;10.0;10.0;10.0;10.0;9.0;flexible;1.78
Palma de Mallorca;;Apartment;Entire home/apt;8;2.0;4.0;5.0;150.0;310.0;;1;0;8;12;0;0;0;0;0;;;;;;;;flexible;
Castillejos;Tetuán;House;Private room;1;2.0;1.0;1.0;25.0;100.0;;1;0;2;15;24;24;42;43;5;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;2.08
Embajadores;Centro;Apartment;Entire home/apt;3;1.0;1.0;1.0;48.0;90.0;20.0;2;15;1;1125;4;19;37;66;198;92.0;9.0;10.0;10.0;10.0;9.0;9.0;strict;3.47
Buttes-Montmartre;;Apartment;Private room;2;1.0;1.0;1.0;50.0;;5.0;1;0;1;1125;29;59;89;89;2;90.0;9.0;9.0;10.0;9.0;8.0;9.0;moderate;0.11
Almagro;Chamberí;House;Private room;2;1.0;1.0;1.0;40.0;;10.0;1;30;1;1125;0;0;6;221;33;97.0;10.0;9.0;10.0;10.0;10.0;9.0;flexible;1.77
Palacio;Centro;Other;Entire home/apt;4;2.0;2.0;2.0;70.0;350.0;30.0;1;20;2;1125;13;27;42;308;2;90.0;10.0;9.0;10.0;9.0;10.0;9.0;moderate;0.45
Alameda de Osuna;Barajas;Bed & Breakfast;Private room;2;2.0;1.0;2.0;32.0;;;1;20;1;1125;13;32;57;328;298;96.0;10.0;10.0;10.0;10.0;9.0;10.0;flexible;12.52
Concepción;Ciudad Lineal;Apartment;Private room;2;1.0;1.0;1.0;35.0;;8.0;1;10;1;1125;29;59;89;364;9;84.0;9.0;9.0;10.0;9.0;9.0;9.0;moderate;0.55
Fairfax;;Apartment;Private room;2;1.0;1.0;1.0;100.0;;10.0;1;0;1;1125;30;60;90;180;4;90.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.79
Embajadores;Centro;Apartment;Private room;2;2.0;1.0;1.0;25.0;86.0;9.0;1;0;1;1125;1;8;24;299;124;85.0;9.0;8.0;9.0;9.0;10.0;9.0;flexible;5.34
Universidad;Centro;Condominium;Entire home/apt;5;1.0;3.0;3.0;148.0;;40.0;1;0;2;1125;0;0;11;101;0;;;;;;;;strict;
Rios Rosas;Chamberí;Apartment;Private room;1;0.0;1.0;1.0;35.0;;;1;0;3;120;0;0;0;0;0;;;;;;;;strict;
Embajadores;Centro;Apartment;Entire home/apt;7;1.5;3.0;5.0;84.0;;;1;0;7;30;0;0;0;194;0;;;;;;;;flexible;
Cortes;Centro;Apartment;Private room;4;1.0;1.0;1.0;40.0;;20.0;2;15;2;1125;0;0;0;64;0;;;;;;;;strict;
Chopera;Arganzuela;Apartment;Private room;2;1.0;1.0;1.0;25.0;;;1;5;2;365;0;0;0;111;7;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.17
Imperial;Arganzuela;Apartment;Private room;1;1.0;1.0;1.0;80.0;100.0;5.0;1;0;3;31;29;59;89;89;31;83.0;9.0;8.0;9.0;9.0;9.0;9.0;strict;1.58
Pacífico;Retiro;Apartment;Private room;1;1.0;1.0;1.0;26.0;;;1;0;1;1125;18;48;78;78;28;99.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;3.51
Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;41.0;100.0;15.0;1;10;3;1125;7;26;56;331;66;94.0;10.0;10.0;10.0;10.0;10.0;9.0;moderate;3.23
Acacias;Arganzuela;Apartment;Entire home/apt;5;2.0;2.0;2.0;120.0;;30.0;4;20;2;1125;13;31;47;301;77;95.0;10.0;10.0;10.0;10.0;10.0;9.0;flexible;3.78
Marroquina;Moratalaz;Apartment;Private room;1;1.0;3.0;3.0;16.0;;;1;0;3;1125;24;51;63;338;3;100.0;8.0;10.0;10.0;10.0;10.0;10.0;flexible;0.23
Universidad;Centro;Apartment;Entire home/apt;2;1.0;2.0;1.0;70.0;200.0;20.0;1;0;3;1125;0;0;0;0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.19
Universidad;Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;65.0;100.0;20.0;2;15;1;1125;4;10;32;307;74;87.0;9.0;9.0;9.0;10.0;9.0;9.0;strict;2.07
Palacio;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;50.0;;20.0;1;0;3;1125;11;29;38;38;7;97.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;4.29
Ventas;Ciudad Lineal;Apartment;Private room;1;1.0;1.0;1.0;14.0;;;1;5;5;1125;9;27;28;96;7;94.0;9.0;10.0;10.0;9.0;8.0;9.0;flexible;1.33
Cortes;Centro;Apartment;Private room;1;3.0;1.0;1.0;29.0;200.0;30.0;1;0;7;1125;0;6;36;311;0;;;;;;;;strict;
Timón;Barajas;Apartment;Entire home/apt;6;2.0;3.0;4.0;80.0;300.0;45.0;4;0;2;1125;6;20;45;281;28;97.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;2.88
Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;70.0;;;1;0;30;180;0;2;32;307;41;99.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.27
Castellana;Salamanca;Apartment;Entire home/apt;2;1.0;0.0;1.0;60.0;;;1;0;2;1125;29;59;89;364;3;93.0;9.0;9.0;10.0;10.0;10.0;8.0;strict;0.44
Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;58.0;150.0;25.0;2;15;3;1125;4;12;37;127;17;99.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;3.98
Embajadores;Centro;Apartment;Entire home/apt;3;1.0;0.0;2.0;50.0;;20.0;2;8;3;90;8;21;51;326;54;91.0;10.0;10.0;10.0;10.0;9.0;9.0;moderate;2.87
Cortes;Centro;Apartment;Entire home/apt;4;1.0;0.0;2.0;76.0;;;2;25;2;30;1;5;11;152;2;90.0;10.0;10.0;10.0;9.0;9.0;9.0;strict;0.09
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;0.0;2.0;80.0;;;1;20;2;7;6;33;63;63;0;;;;;;;;flexible;
Universidad;Centro;Apartment;Entire home/apt;4;1.0;2.0;3.0;78.0;;;1;0;5;60;0;0;7;56;6;87.0;10.0;9.0;10.0;10.0;10.0;9.0;moderate;0.7
Valdefuentes;Hortaleza;Apartment;Entire home/apt;4;2.5;3.0;3.0;140.0;200.0;50.0;1;0;2;1125;19;46;76;351;20;97.0;10.0;10.0;10.0;10.0;9.0;10.0;strict;0.65
Sol;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;140.0;250.0;40.0;2;0;2;1125;10;32;62;87;31;96.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.21
Quintana;Ciudad Lineal;Apartment;Private room;1;1.0;1.0;1.0;27.0;;;1;0;3;1125;0;0;0;97;35;94.0;9.0;9.0;10.0;10.0;9.0;10.0;flexible;1.25
Adelfas;Retiro;Apartment;Entire home/apt;4;1.0;1.0;1.0;71.0;150.0;;1;0;2;1125;14;41;69;243;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;0.17
Costillares;Ciudad Lineal;Apartment;Entire home/apt;4;1.5;2.0;2.0;65.0;300.0;50.0;1;0;5;1125;1;1;24;115;3;93.0;9.0;9.0;10.0;10.0;9.0;9.0;strict;0.31
Justicia;Centro;Apartment;Private room;3;1.0;1.0;2.0;30.0;;5.0;2;15;2;1125;5;9;29;288;67;88.0;9.0;9.0;9.0;10.0;10.0;9.0;strict;7.85
Apostol Santiago;Hortaleza;Apartment;Private room;1;1.0;1.0;1.0;17.0;;7.0;1;8;1;1125;0;25;55;145;3;93.0;10.0;9.0;10.0;10.0;8.0;9.0;flexible;0.53
El Viso;Chamartín;Apartment;Entire home/apt;6;1.0;3.0;4.0;82.0;300.0;40.0;2;6;3;1125;8;21;51;318;45;94.0;9.0;10.0;10.0;10.0;9.0;10.0;strict;1.72
West Hollywood;;House;Entire home/apt;3;1.0;1.0;1.0;100.0;;55.0;2;35;1;1125;16;35;45;306;56;93.0;9.0;9.0;10.0;10.0;10.0;9.0;strict;3.12
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;2.0;4.0;82.0;150.0;;2;20;3;1125;11;26;52;60;36;90.0;10.0;9.0;10.0;9.0;9.0;9.0;strict;2.71
Sol;Centro;Apartment;Entire home/apt;4;1.0;2.0;3.0;67.0;;20.0;2;12;2;1125;5;14;22;46;67;90.0;9.0;9.0;9.0;9.0;10.0;9.0;moderate;5.17
Puerta Bonita;Carabanchel;Apartment;Entire home/apt;6;1.0;3.0;4.0;85.0;;45.0;2;0;2;150;9;31;53;326;86;88.0;9.0;9.0;9.0;9.0;8.0;9.0;flexible;1.29
Palacio;Centro;Apartment;Private room;2;1.0;1.0;1.0;40.0;;;1;0;1;1125;12;40;68;343;112;96.0;10.0;9.0;10.0;10.0;10.0;10.0;flexible;4.57
Valverde;Fuencarral - El Pardo;Apartment;Entire home/apt;4;1.0;2.0;3.0;55.0;;40.0;4;0;4;1125;0;0;7;282;12;87.0;9.0;9.0;9.0;9.0;8.0;9.0;strict;0.62
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;2.0;2.0;58.0;150.0;;2;7;7;1125;0;4;4;238;9;84.0;8.0;8.0;9.0;10.0;8.0;8.0;moderate;0.39
Justicia;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;85.0;;;1;0;3;1125;0;0;0;0;1;80.0;8.0;10.0;10.0;8.0;10.0;8.0;moderate;0.06
Gaztambide;Chamberí;Apartment;Private room;5;1.0;1.0;3.0;58.0;;18.0;2;26;1;1125;0;5;35;126;3;100.0;10.0;10.0;8.0;10.0;10.0;10.0;strict;0.88
Embajadores;Centro;Apartment;Entire home/apt;4;3.0;2.0;2.0;150.0;300.0;35.0;4;0;7;1125;0;0;0;0;0;;;;;;;;flexible;
Sol;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;80.0;150.0;25.0;1;0;1;10;0;27;27;123;3;67.0;7.0;7.0;7.0;7.0;9.0;7.0;strict;0.33
Puerta Bonita;Carabanchel;House;Entire home/apt;2;1.0;1.0;1.0;59.0;;20.0;1;0;2;365;1;5;10;56;55;87.0;9.0;9.0;9.0;9.0;8.0;9.0;moderate;2.48
Argüelles;Moncloa - Aravaca;House;Private room;1;0.0;1.0;1.0;29.0;;;1;0;1;1125;0;0;5;280;0;;;;;;;;flexible;
Universidad;Centro;Loft;Entire home/apt;2;1.0;0.0;1.0;70.0;300.0;70.0;1;0;3;1125;11;26;52;327;0;;;;;;;;strict;
Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;73.0;90.0;26.0;1;0;1;1125;0;0;0;0;20;88.0;9.0;9.0;10.0;10.0;9.0;9.0;moderate;2.87
Dublin City;;House;Entire home/apt;6;1.5;3.0;3.0;190.0;100.0;60.0;4;25;2;1125;0;0;0;80;11;93.0;10.0;9.0;10.0;10.0;9.0;10.0;strict;0.67
Sol;Centro;Apartment;Entire home/apt;6;1.0;3.0;4.0;130.0;;40.0;4;20;3;1125;6;13;31;286;33;89.0;9.0;9.0;9.0;10.0;10.0;9.0;moderate;1.06
Calvià;;Apartment;Entire home/apt;4;1.0;1.0;1.0;90.0;;;1;0;3;1125;18;24;33;211;21;93.0;9.0;9.0;9.0;9.0;9.0;9.0;strict;0.6
Palacio;Centro;Apartment;Entire home/apt;6;1.5;2.0;4.0;80.0;;;1;0;2;1125;0;0;0;0;1;40.0;;8.0;4.0;6.0;10.0;10.0;flexible;0.13
La Paz;Fuencarral - El Pardo;Apartment;Private room;2;2.0;1.0;1.0;23.0;100.0;12.0;1;10;1;1125;22;52;82;357;1;80.0;10.0;10.0;10.0;10.0;8.0;8.0;flexible;0.24
Apostol Santiago;Hortaleza;Apartment;Entire home/apt;3;1.0;3.0;3.0;120.0;;;1;0;1;1125;29;59;89;333;0;;;;;;;;flexible;
Church-Yonge Corridor;;Apartment;Entire home/apt;3;1.0;1.0;2.0;122.0;;50.0;1;0;2;1125;17;25;25;25;8;80.0;10.0;8.0;10.0;9.0;10.0;9.0;moderate;0.7
Arapiles;Chamberí;Apartment;Private room;2;1.0;1.0;1.0;30.0;;;1;0;2;1125;0;6;20;282;120;95.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;4.95
Universidad;Centro;House;Entire home/apt;6;2.0;3.0;4.0;150.0;200.0;50.0;6;20;2;1125;14;33;53;328;53;87.0;9.0;9.0;10.0;9.0;10.0;9.0;moderate;3.34
San Isidro;Carabanchel;Chalet;Private room;2;2.0;1.0;1.0;34.0;100.0;15.0;1;15;2;1125;24;54;84;85;37;93.0;9.0;10.0;10.0;10.0;9.0;9.0;moderate;1.2
Argüelles;Moncloa - Aravaca;Apartment;Entire home/apt;4;1.0;2.0;3.0;66.0;350.0;75.0;5;20;12;1125;8;18;36;311;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;0.1
Dublin City;;Apartment;Entire home/apt;2;1.0;0.0;1.0;80.0;;15.0;1;0;2;1125;8;26;53;324;70;90.0;9.0;10.0;10.0;10.0;9.0;9.0;flexible;4.93
Alaró;;House;Entire home/apt;6;2.0;3.0;3.0;150.0;;;1;0;5;1125;0;0;0;74;0;;;;;;;;strict;
Manacor;;House;Entire home/apt;6;1.0;3.0;5.0;190.0;;;1;0;5;1125;30;60;88;298;2;90.0;9.0;8.0;8.0;8.0;9.0;9.0;strict;0.2
Gaztambide;Chamberí;Apartment;Entire home/apt;4;2.0;3.0;3.0;139.0;400.0;60.0;1;0;7;30;8;38;61;149;5;96.0;10.0;10.0;10.0;10.0;9.0;10.0;strict;0.31
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;49.0;100.0;30.0;1;15;1;28;7;35;65;155;37;83.0;10.0;8.0;9.0;8.0;9.0;8.0;moderate;2.3
Embajadores;Centro;Apartment;Private room;2;1.0;1.0;1.0;30.0;;;1;0;2;1125;10;33;63;338;76;86.0;9.0;9.0;9.0;9.0;9.0;9.0;moderate;2.99
Universidad;Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;90.0;250.0;40.0;2;40;3;1125;8;33;63;64;161;98.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;3.29
Palos de Moguer;Arganzuela;Apartment;Private room;2;1.0;1.0;1.0;50.0;;25.0;1;0;1;1125;7;17;30;165;74;95.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;10.57
Universidad;Centro;Apartment;Shared room;4;1.0;1.0;4.0;19.0;100.0;;1;19;1;1125;28;58;88;363;17;86.0;9.0;10.0;9.0;10.0;10.0;9.0;strict;1.82
Los Rosales;Villaverde;Apartment;Shared room;2;1.0;1.0;1.0;14.0;;;1;5;1;1125;16;39;58;331;30;91.0;9.0;9.0;10.0;10.0;8.0;9.0;strict;1.63
Cortes;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;75.0;150.0;30.0;1;0;30;1125;0;0;0;219;15;85.0;9.0;10.0;10.0;10.0;10.0;9.0;strict;2.16
Cuatro Caminos;Tetuán;Apartment;Private room;1;1.0;1.0;1.0;21.0;;20.0;1;12;3;35;17;47;77;77;11;98.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;1.02
Justicia;Centro;Apartment;Private room;2;1.0;1.0;1.0;69.0;125.0;16.0;1;0;2;30;12;37;52;233;29;99.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;3.14
Universidad;Centro;Apartment;Private room;1;1.0;1.0;1.0;30.0;;10.0;1;0;2;15;19;49;79;110;46;92.0;10.0;10.0;10.0;10.0;10.0;9.0;strict;2.43
Acacias;Arganzuela;Apartment;Private room;1;1.0;1.0;1.0;28.0;;;1;0;1;1125;0;0;0;219;9;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.37
